"id"	"gene"	"description"
"R-DRE-9027307"	"CYP2Y3"	"Biosynthesis of maresin-like SPMs"
"R-DRE-1222556"	"RAC2"	"ROS and RNS production in phagocytes"
"R-DRE-1257604"	"RAC2"	"PIP3 activates AKT signaling"
"R-DRE-4086400"	"RAC2"	"PCP/CE pathway"
"R-DRE-5668599"	"RAC2"	"RHO GTPases Activate NADPH Oxidases"
"R-DRE-6811558"	"RAC2"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-DRE-9013404"	"RAC2"	"RAC2 GTPase cycle"
"R-DRE-3899300"	"DDX5"	"SUMOylation of transcription cofactors"
"R-DRE-72163"	"DDX5"	"mRNA Splicing - Major Pathway"
"R-DRE-9018519"	"DDX5"	"Estrogen-dependent gene expression"
"R-DRE-2514859"	"METAP2B"	"Inactivation, recovery and regulation of the phototransduction cascade"
"R-DRE-1632852"	"ATG4C"	"Macroautophagy"
"R-DRE-168638"	"UBE2V1"	"NOD1/2 Signaling Pathway"
"R-DRE-202424"	"UBE2V1"	"Downstream TCR signaling"
"R-DRE-2871837"	"UBE2V1"	"FCERI mediated NF-kB activation"
"R-DRE-445989"	"UBE2V1"	"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"
"R-DRE-450302"	"UBE2V1"	"activated TAK1 mediates p38 MAPK activation"
"R-DRE-450321"	"UBE2V1"	"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"
"R-DRE-5607764"	"UBE2V1"	"CLEC7A (Dectin-1) signaling"
"R-DRE-9020702"	"UBE2V1"	"Interleukin-1 signaling"
"R-DRE-937039"	"UBE2V1"	"IRAK1 recruits IKK complex"
"R-DRE-9646399"	"UBE2V1"	"Aggrephagy"
"R-DRE-975144"	"UBE2V1"	"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation"
"R-DRE-983168"	"UBE2V1"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-109704"	"FGF10A"	"PI3K Cascade"
"R-DRE-1257604"	"FGF10A"	"PIP3 activates AKT signaling"
"R-DRE-190370"	"FGF10A"	"FGFR1b ligand binding and activation"
"R-DRE-190377"	"FGF10A"	"FGFR2b ligand binding and activation"
"R-DRE-5654219"	"FGF10A"	"Phospholipase C-mediated cascade: FGFR1"
"R-DRE-5654221"	"FGF10A"	"Phospholipase C-mediated cascade; FGFR2"
"R-DRE-5654687"	"FGF10A"	"Downstream signaling of activated FGFR1"
"R-DRE-5654688"	"FGF10A"	"SHC-mediated cascade:FGFR1"
"R-DRE-5654689"	"FGF10A"	"PI-3K cascade:FGFR1"
"R-DRE-5654693"	"FGF10A"	"FRS-mediated FGFR1 signaling"
"R-DRE-5654695"	"FGF10A"	"PI-3K cascade:FGFR2"
"R-DRE-5654699"	"FGF10A"	"SHC-mediated cascade:FGFR2"
"R-DRE-5654700"	"FGF10A"	"FRS-mediated FGFR2 signaling"
"R-DRE-5654726"	"FGF10A"	"Negative regulation of FGFR1 signaling"
"R-DRE-5654727"	"FGF10A"	"Negative regulation of FGFR2 signaling"
"R-DRE-5658623"	"FGF10A"	"FGFRL1 modulation of FGFR1 signaling"
"R-DRE-5673001"	"FGF10A"	"RAF/MAP kinase cascade"
"R-DRE-6811558"	"FGF10A"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-DRE-2559580"	"PHC1"	"Oxidative Stress Induced Senescence"
"R-DRE-3108214"	"PHC1"	"SUMOylation of DNA damage response and repair proteins"
"R-DRE-3899300"	"PHC1"	"SUMOylation of transcription cofactors"
"R-DRE-4551638"	"PHC1"	"SUMOylation of chromatin organization proteins"
"R-DRE-4570464"	"PHC1"	"SUMOylation of RNA binding proteins"
"R-DRE-8939243"	"PHC1"	"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known"
"R-DRE-8943724"	"PHC1"	"Regulation of PTEN gene transcription"
"R-DRE-8953750"	"PHC1"	"Transcriptional Regulation by E2F6"
"R-DRE-181429"	"VAMP2"	"Serotonin Neurotransmitter Release Cycle"
"R-DRE-181430"	"VAMP2"	"Norepinephrine Neurotransmitter Release Cycle"
"R-DRE-199992"	"VAMP2"	"trans-Golgi Network Vesicle Budding"
"R-DRE-210500"	"VAMP2"	"Glutamate Neurotransmitter Release Cycle"
"R-DRE-212676"	"VAMP2"	"Dopamine Neurotransmitter Release Cycle"
"R-DRE-264642"	"VAMP2"	"Acetylcholine Neurotransmitter Release Cycle"
"R-DRE-432720"	"VAMP2"	"Lysosome Vesicle Biogenesis"
"R-DRE-432722"	"VAMP2"	"Golgi Associated Vesicle Biogenesis"
"R-DRE-449836"	"VAMP2"	"Other interleukin signaling"
"R-DRE-8856825"	"VAMP2"	"Cargo recognition for clathrin-mediated endocytosis"
"R-DRE-8856828"	"VAMP2"	"Clathrin-mediated endocytosis"
"R-DRE-888590"	"VAMP2"	"GABA synthesis, release, reuptake and degradation"
"R-DRE-9609523"	"VAMP2"	"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane"
"R-DRE-193648"	"ARHGEF39"	"NRAGE signals death through JNK"
"R-DRE-416482"	"ARHGEF39"	"G alpha (12/13) signalling events"
"R-DRE-9013149"	"ARHGEF39"	"RAC1 GTPase cycle"
"R-DRE-1251985"	"PSEN2"	"Nuclear signaling by ERBB4"
"R-DRE-193692"	"PSEN2"	"Regulated proteolysis of p75NTR"
"R-DRE-205043"	"PSEN2"	"NRIF signals cell death from the nucleus"
"R-DRE-3928665"	"PSEN2"	"EPH-ephrin mediated repulsion of cells"
"R-DRE-141444"	"KIF18A"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-2467813"	"KIF18A"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"KIF18A"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-5663220"	"KIF18A"	"RHO GTPases Activate Formins"
"R-DRE-6811434"	"KIF18A"	"COPI-dependent Golgi-to-ER retrograde traffic"
"R-DRE-9648025"	"KIF18A"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-983189"	"KIF18A"	"Kinesins"
"R-DRE-71403"	"SUCLG1"	"Citric acid cycle (TCA cycle)"
"R-DRE-6798695"	"PA2G4A"	"Neutrophil degranulation"
"R-DRE-156827"	"RPS24"	"L13a-mediated translational silencing of Ceruloplasmin expression"
"R-DRE-1799339"	"RPS24"	"SRP-dependent cotranslational protein targeting to membrane"
"R-DRE-6791226"	"RPS24"	"Major pathway of rRNA processing in the nucleolus and cytosol"
"R-DRE-72649"	"RPS24"	"Translation initiation complex formation"
"R-DRE-72689"	"RPS24"	"Formation of a pool of free 40S subunits"
"R-DRE-72695"	"RPS24"	"Formation of the ternary complex, and subsequently, the 43S complex"
"R-DRE-72702"	"RPS24"	"Ribosomal scanning and start codon recognition"
"R-DRE-72706"	"RPS24"	"GTP hydrolysis and joining of the 60S ribosomal subunit"
"R-DRE-975956"	"RPS24"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"R-DRE-975957"	"RPS24"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"R-DRE-6798695"	"TOLLIP"	"Neutrophil degranulation"
"R-DRE-9020702"	"TOLLIP"	"Interleukin-1 signaling"
"R-DRE-8951664"	"COMMD7"	"Neddylation"
"R-DRE-418990"	"CTNNA1"	"Adherens junctions interactions"
"R-DRE-5218920"	"CTNNA1"	"VEGFR2 mediated vascular permeability"
"R-DRE-525793"	"CTNNA1"	"Myogenesis"
"R-DRE-5626467"	"CTNNA1"	"RHO GTPases activate IQGAPs"
"R-DRE-432040"	"MYO5B"	"Vasopressin regulates renal water homeostasis via Aquaporins"
"R-DRE-174362"	"SLC35B3"	"Transport and synthesis of PAPS"
"R-DRE-727802"	"SLC35B3"	"Transport of nucleotide sugars"
"R-DRE-109704"	"PIK3R1"	"PI3K Cascade"
"R-DRE-112399"	"PIK3R1"	"IRS-mediated signalling"
"R-DRE-114604"	"PIK3R1"	"GPVI-mediated activation cascade"
"R-DRE-1250342"	"PIK3R1"	"PI3K events in ERBB4 signaling"
"R-DRE-1257604"	"PIK3R1"	"PIP3 activates AKT signaling"
"R-DRE-1266695"	"PIK3R1"	"Interleukin-7 signaling"
"R-DRE-1433557"	"PIK3R1"	"Signaling by SCF-KIT"
"R-DRE-1660499"	"PIK3R1"	"Synthesis of PIPs at the plasma membrane"
"R-DRE-180292"	"PIK3R1"	"GAB1 signalosome"
"R-DRE-186763"	"PIK3R1"	"Downstream signal transduction"
"R-DRE-1963642"	"PIK3R1"	"PI3K events in ERBB2 signaling"
"R-DRE-198203"	"PIK3R1"	"PI3K/AKT activation"
"R-DRE-201556"	"PIK3R1"	"Signaling by ALK"
"R-DRE-2029485"	"PIK3R1"	"Role of phospholipids in phagocytosis"
"R-DRE-210993"	"PIK3R1"	"Tie2 Signaling"
"R-DRE-2424491"	"PIK3R1"	"DAP12 signaling"
"R-DRE-389357"	"PIK3R1"	"CD28 dependent PI3K/Akt signaling"
"R-DRE-416476"	"PIK3R1"	"G alpha (q) signalling events"
"R-DRE-430116"	"PIK3R1"	"GP1b-IX-V activation signalling"
"R-DRE-4420097"	"PIK3R1"	"VEGFA-VEGFR2 Pathway"
"R-DRE-5654689"	"PIK3R1"	"PI-3K cascade:FGFR1"
"R-DRE-5654695"	"PIK3R1"	"PI-3K cascade:FGFR2"
"R-DRE-5654710"	"PIK3R1"	"PI-3K cascade:FGFR3"
"R-DRE-5654720"	"PIK3R1"	"PI-3K cascade:FGFR4"
"R-DRE-5673001"	"PIK3R1"	"RAF/MAP kinase cascade"
"R-DRE-6811558"	"PIK3R1"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-DRE-8851907"	"PIK3R1"	"MET activates PI3K/AKT signaling"
"R-DRE-8853659"	"PIK3R1"	"RET signaling"
"R-DRE-8980692"	"PIK3R1"	"RHOA GTPase cycle"
"R-DRE-9009391"	"PIK3R1"	"Extra-nuclear estrogen signaling"
"R-DRE-9013106"	"PIK3R1"	"RHOC GTPase cycle"
"R-DRE-9013148"	"PIK3R1"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"PIK3R1"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"PIK3R1"	"RAC2 GTPase cycle"
"R-DRE-9013405"	"PIK3R1"	"RHOD GTPase cycle"
"R-DRE-9013408"	"PIK3R1"	"RHOG GTPase cycle"
"R-DRE-9013409"	"PIK3R1"	"RHOJ GTPase cycle"
"R-DRE-9013420"	"PIK3R1"	"RHOU GTPase cycle"
"R-DRE-9013423"	"PIK3R1"	"RAC3 GTPase cycle"
"R-DRE-9013424"	"PIK3R1"	"RHOV GTPase cycle"
"R-DRE-9027276"	"PIK3R1"	"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"R-DRE-9035034"	"PIK3R1"	"RHOF GTPase cycle"
"R-DRE-912526"	"PIK3R1"	"Interleukin receptor SHC signaling"
"R-DRE-912631"	"PIK3R1"	"Regulation of signaling by CBL"
"R-DRE-9607240"	"PIK3R1"	"FLT3 Signaling"
"R-DRE-9696264"	"PIK3R1"	"RND3 GTPase cycle"
"R-DRE-9696270"	"PIK3R1"	"RND2 GTPase cycle"
"R-DRE-9696273"	"PIK3R1"	"RND1 GTPase cycle"
"R-DRE-983695"	"PIK3R1"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"
"R-DRE-5689901"	"BABAM1"	"Metalloprotease DUBs"
"R-DRE-5693565"	"BABAM1"	"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"
"R-DRE-5693607"	"BABAM1"	"Processing of DNA double-strand break ends"
"R-DRE-69473"	"BABAM1"	"G2/M DNA damage checkpoint"
"R-DRE-6811434"	"RACGAP1"	"COPI-dependent Golgi-to-ER retrograde traffic"
"R-DRE-8980692"	"RACGAP1"	"RHOA GTPase cycle"
"R-DRE-9013106"	"RACGAP1"	"RHOC GTPase cycle"
"R-DRE-9013148"	"RACGAP1"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"RACGAP1"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"RACGAP1"	"RAC2 GTPase cycle"
"R-DRE-9013405"	"RACGAP1"	"RHOD GTPase cycle"
"R-DRE-9013423"	"RACGAP1"	"RAC3 GTPase cycle"
"R-DRE-983189"	"RACGAP1"	"Kinesins"
"R-DRE-8866652"	"UBE2A"	"Synthesis of active ubiquitin: roles of E1 and E2 enzymes"
"R-DRE-8866654"	"UBE2A"	"E3 ubiquitin ligases ubiquitinate target proteins"
"R-DRE-983168"	"UBE2A"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-5675221"	"PPP5C"	"Negative regulation of MAPK pathway"
"R-DRE-5693565"	"PPP5C"	"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"
"R-DRE-8939211"	"PPP5C"	"ESR-mediated signaling"
"R-DRE-426048"	"ABHD12"	"Arachidonate production from DAG"
"R-DRE-1170546"	"CUL1A"	"Prolactin receptor signaling"
"R-DRE-187577"	"CUL1A"	"SCF(Skp2)-mediated degradation of p27/p21"
"R-DRE-195253"	"CUL1A"	"Degradation of beta-catenin by the destruction complex"
"R-DRE-5610780"	"CUL1A"	"Degradation of GLI1 by the proteasome"
"R-DRE-5610785"	"CUL1A"	"GLI3 is processed to GLI3R by the proteasome"
"R-DRE-68949"	"CUL1A"	"Orc1 removal from chromatin"
"R-DRE-69231"	"CUL1A"	"Cyclin D associated events in G1"
"R-DRE-8854050"	"CUL1A"	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"
"R-DRE-8939902"	"CUL1A"	"Regulation of RUNX2 expression and activity"
"R-DRE-8951664"	"CUL1A"	"Neddylation"
"R-DRE-917937"	"CUL1A"	"Iron uptake and transport"
"R-DRE-9708530"	"CUL1A"	"Regulation of BACH1 activity"
"R-DRE-983168"	"CUL1A"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-190873"	"ACTB1"	"Gap junction degradation"
"R-DRE-196025"	"ACTB1"	"Formation of annular gap junctions"
"R-DRE-2029482"	"ACTB1"	"Regulation of actin dynamics for phagocytic cup formation"
"R-DRE-3928662"	"ACTB1"	"EPHB-mediated forward signaling"
"R-DRE-3928665"	"ACTB1"	"EPH-ephrin mediated repulsion of cells"
"R-DRE-418990"	"ACTB1"	"Adherens junctions interactions"
"R-DRE-4420097"	"ACTB1"	"VEGFA-VEGFR2 Pathway"
"R-DRE-446353"	"ACTB1"	"Cell-extracellular matrix interactions"
"R-DRE-5250924"	"ACTB1"	"B-WICH complex positively regulates rRNA expression"
"R-DRE-5626467"	"ACTB1"	"RHO GTPases activate IQGAPs"
"R-DRE-5663213"	"ACTB1"	"RHO GTPases Activate WASPs and WAVEs"
"R-DRE-5663220"	"ACTB1"	"RHO GTPases Activate Formins"
"R-DRE-5674135"	"ACTB1"	"MAP2K and MAPK activation"
"R-DRE-5689603"	"ACTB1"	"UCH proteinases"
"R-DRE-5696394"	"ACTB1"	"DNA Damage Recognition in GG-NER"
"R-DRE-8856828"	"ACTB1"	"Clathrin-mediated endocytosis"
"R-DRE-9035034"	"ACTB1"	"RHOF GTPase cycle"
"R-DRE-69273"	"LCMT1"	"Cyclin A/B1/B2 associated events during G2/M transition"
"R-DRE-1660661"	"SPNS2"	"Sphingolipid de novo biosynthesis"
"R-DRE-2142688"	"PON1"	"Synthesis of 5-eicosatetraenoic acids"
"R-DRE-629594"	"CHRNA5"	"Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"R-DRE-629597"	"CHRNA5"	"Highly calcium permeable nicotinic acetylcholine receptors"
"R-DRE-432722"	"SH3D19"	"Golgi Associated Vesicle Biogenesis"
"R-DRE-2142688"	"ZGC:174637"	"Synthesis of 5-eicosatetraenoic acids"
"R-DRE-2142688"	"ZGC:174637"	"Synthesis of 5-eicosatetraenoic acids"
"R-DRE-72163"	"USP39"	"mRNA Splicing - Major Pathway"
"R-DRE-1660499"	"PIK3C2A"	"Synthesis of PIPs at the plasma membrane"
"R-DRE-1660514"	"PIK3C2A"	"Synthesis of PIPs at the Golgi membrane"
"R-DRE-1660516"	"PIK3C2A"	"Synthesis of PIPs at the early endosome membrane"
"R-DRE-1660517"	"PIK3C2A"	"Synthesis of PIPs at the late endosome membrane"
"R-DRE-432722"	"PIK3C2A"	"Golgi Associated Vesicle Biogenesis"
"R-DRE-8856828"	"PIK3C2A"	"Clathrin-mediated endocytosis"
"R-DRE-73817"	"GMPS"	"Purine ribonucleoside monophosphate biosynthesis"
"R-DRE-1660661"	"SPTLC3"	"Sphingolipid de novo biosynthesis"
"R-DRE-5389840"	"MRPL9"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"MRPL9"	"Mitochondrial translation termination"
"R-DRE-1251985"	"APH1A"	"Nuclear signaling by ERBB4"
"R-DRE-193692"	"APH1A"	"Regulated proteolysis of p75NTR"
"R-DRE-205043"	"APH1A"	"NRIF signals cell death from the nucleus"
"R-DRE-3928665"	"APH1A"	"EPH-ephrin mediated repulsion of cells"
"R-DRE-1169408"	"EIF4G3B"	"ISG15 antiviral mechanism"
"R-DRE-2453902"	"STRA6"	"The canonical retinoid cycle in rods (twilight vision)"
"R-DRE-8980692"	"MCAMA"	"RHOA GTPase cycle"
"R-DRE-9013106"	"MCAMA"	"RHOC GTPase cycle"
"R-DRE-9013149"	"MCAMA"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"MCAMA"	"RAC2 GTPase cycle"
"R-DRE-9013405"	"MCAMA"	"RHOD GTPase cycle"
"R-DRE-9013408"	"MCAMA"	"RHOG GTPase cycle"
"R-DRE-9013423"	"MCAMA"	"RAC3 GTPase cycle"
"R-DRE-9035034"	"MCAMA"	"RHOF GTPase cycle"
"R-DRE-5663220"	"SRGAP2"	"RHO GTPases Activate Formins"
"R-DRE-9013148"	"SRGAP2"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"SRGAP2"	"RAC1 GTPase cycle"
"R-DRE-9013406"	"SRGAP2"	"RHOQ GTPase cycle"
"R-DRE-9013420"	"SRGAP2"	"RHOU GTPase cycle"
"R-DRE-9013423"	"SRGAP2"	"RAC3 GTPase cycle"
"R-DRE-9035034"	"SRGAP2"	"RHOF GTPase cycle"
"R-DRE-429958"	"WDR61"	"mRNA decay by 3' to 5' exoribonuclease"
"R-DRE-674695"	"WDR61"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-75955"	"WDR61"	"RNA Polymerase II Transcription Elongation"
"R-DRE-8866654"	"WDR61"	"E3 ubiquitin ligases ubiquitinate target proteins"
"R-DRE-674695"	"TCEA1"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-6781823"	"TCEA1"	"Formation of TC-NER Pre-Incision Complex"
"R-DRE-6782135"	"TCEA1"	"Dual incision in TC-NER"
"R-DRE-6782210"	"TCEA1"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-DRE-6796648"	"TCEA1"	"TP53 Regulates Transcription of DNA Repair Genes"
"R-DRE-75955"	"TCEA1"	"RNA Polymerase II Transcription Elongation"
"R-DRE-913709"	"GALNT18B"	"O-linked glycosylation of mucins"
"R-DRE-141444"	"RGPD2"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-159227"	"RGPD2"	"Transport of the SLBP independent Mature mRNA"
"R-DRE-159230"	"RGPD2"	"Transport of the SLBP Dependant Mature mRNA"
"R-DRE-159231"	"RGPD2"	"Transport of Mature mRNA Derived from an Intronless Transcript"
"R-DRE-159236"	"RGPD2"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-191859"	"RGPD2"	"snRNP Assembly"
"R-DRE-2467813"	"RGPD2"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"RGPD2"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-3108214"	"RGPD2"	"SUMOylation of DNA damage response and repair proteins"
"R-DRE-3232142"	"RGPD2"	"SUMOylation of ubiquitinylation proteins"
"R-DRE-3301854"	"RGPD2"	"Nuclear Pore Complex (NPC) Disassembly"
"R-DRE-3371453"	"RGPD2"	"Regulation of HSF1-mediated heat shock response"
"R-DRE-4085377"	"RGPD2"	"SUMOylation of SUMOylation proteins"
"R-DRE-4551638"	"RGPD2"	"SUMOylation of chromatin organization proteins"
"R-DRE-4570464"	"RGPD2"	"SUMOylation of RNA binding proteins"
"R-DRE-4615885"	"RGPD2"	"SUMOylation of DNA replication proteins"
"R-DRE-5578749"	"RGPD2"	"Transcriptional regulation by small RNAs"
"R-DRE-5663220"	"RGPD2"	"RHO GTPases Activate Formins"
"R-DRE-9648025"	"RGPD2"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-1222556"	"ATP6V0CB"	"ROS and RNS production in phagocytes"
"R-DRE-6798695"	"ATP6V0CB"	"Neutrophil degranulation"
"R-DRE-77387"	"ATP6V0CB"	"Insulin receptor recycling"
"R-DRE-917977"	"ATP6V0CB"	"Transferrin endocytosis and recycling"
"R-DRE-9639288"	"ATP6V0CB"	"Amino acids regulate mTORC1"
"R-DRE-983712"	"ATP6V0CB"	"Ion channel transport"
"R-DRE-2028269"	"MOB1BA"	"Signaling by Hippo"
"R-DRE-114608"	"ISLR2"	"Platelet degranulation "
"R-DRE-76061"	"POLR3C"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"R-DRE-76066"	"POLR3C"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"R-DRE-76071"	"POLR3C"	"RNA Polymerase III Transcription Initiation From Type 3 Promoter"
"R-DRE-532668"	"UBXN1"	"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"
"R-DRE-114608"	"FLNA"	"Platelet degranulation "
"R-DRE-430116"	"FLNA"	"GP1b-IX-V activation signalling"
"R-DRE-446353"	"FLNA"	"Cell-extracellular matrix interactions"
"R-DRE-5627123"	"FLNA"	"RHO GTPases activate PAKs"
"R-DRE-182971"	"SH3KBP1"	"EGFR downregulation"
"R-DRE-6807004"	"SH3KBP1"	"Negative regulation of MET activity"
"R-DRE-8856825"	"SH3KBP1"	"Cargo recognition for clathrin-mediated endocytosis"
"R-DRE-8856828"	"SH3KBP1"	"Clathrin-mediated endocytosis"
"R-DRE-8866376"	"SH3KBP1"	"Reelin signalling pathway"
"R-DRE-983695"	"SH3KBP1"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"
"R-DRE-159236"	"THOC2"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-72187"	"THOC2"	"mRNA 3'-end processing"
"R-DRE-216083"	"ITGA10"	"Integrin cell surface interactions"
"R-DRE-72163"	"PPIL3"	"mRNA Splicing - Major Pathway"
"R-DRE-176187"	"ORC3"	"Activation of ATR in response to replication stress"
"R-DRE-68616"	"ORC3"	"Assembly of the ORC complex at the origin of replication"
"R-DRE-68689"	"ORC3"	"CDC6 association with the ORC:origin complex"
"R-DRE-68827"	"ORC3"	"CDT1 association with the CDC6:ORC:origin complex"
"R-DRE-68867"	"ORC3"	"Assembly of the pre-replicative complex"
"R-DRE-68949"	"ORC3"	"Orc1 removal from chromatin"
"R-DRE-68962"	"ORC3"	"Activation of the pre-replicative complex"
"R-DRE-204626"	"EIF5A2"	"Hypusine synthesis from eIF5A-lysine"
"R-DRE-71403"	"NNT"	"Citric acid cycle (TCA cycle)"
"R-DRE-72163"	"SF3B2"	"mRNA Splicing - Major Pathway"
"R-DRE-72165"	"SF3B2"	"mRNA Splicing - Minor Pathway"
"R-DRE-201451"	"GREM2B"	"Signaling by BMP"
"R-DRE-442660"	"SLC6A9"	"Na+/Cl- dependent neurotransmitter transporters"
"R-DRE-418594"	"GPSM2"	"G alpha (i) signalling events"
"R-DRE-74217"	"ADKA"	"Purine salvage"
"R-DRE-176974"	"GINS1"	"Unwinding of DNA"
"R-DRE-983168"	"TPP2"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-8980692"	"STARD13B"	"RHOA GTPase cycle"
"R-DRE-9013106"	"STARD13B"	"RHOC GTPase cycle"
"R-DRE-9013148"	"STARD13B"	"CDC42 GTPase cycle"
"R-DRE-1679131"	"TNRC5"	"Trafficking and processing of endosomal TLR"
"R-DRE-72163"	"SNRNP70"	"mRNA Splicing - Major Pathway"
"R-DRE-5610787"	"IFT57"	"Hedgehog 'off' state"
"R-DRE-5620924"	"IFT57"	"Intraflagellar transport"
"R-DRE-390696"	"ADRB2A"	"Adrenoceptors"
"R-DRE-418555"	"ADRB2A"	"G alpha (s) signalling events"
"R-DRE-5689880"	"ADRB2A"	"Ub-specific processing proteases"
"R-DRE-8856825"	"ADRB2A"	"Cargo recognition for clathrin-mediated endocytosis"
"R-DRE-8856828"	"ADRB2A"	"Clathrin-mediated endocytosis"
"R-DRE-375165"	"SPTB"	"NCAM signaling for neurite out-growth"
"R-DRE-5673001"	"SPTB"	"RAF/MAP kinase cascade"
"R-DRE-6807878"	"SPTB"	"COPI-mediated anterograde transport"
"R-DRE-1660661"	"ZGC:162183"	"Sphingolipid de novo biosynthesis"
"R-DRE-141444"	"NUP37"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-159227"	"NUP37"	"Transport of the SLBP independent Mature mRNA"
"R-DRE-159230"	"NUP37"	"Transport of the SLBP Dependant Mature mRNA"
"R-DRE-159231"	"NUP37"	"Transport of Mature mRNA Derived from an Intronless Transcript"
"R-DRE-159236"	"NUP37"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-191859"	"NUP37"	"snRNP Assembly"
"R-DRE-2467813"	"NUP37"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"NUP37"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-3108214"	"NUP37"	"SUMOylation of DNA damage response and repair proteins"
"R-DRE-3232142"	"NUP37"	"SUMOylation of ubiquitinylation proteins"
"R-DRE-3301854"	"NUP37"	"Nuclear Pore Complex (NPC) Disassembly"
"R-DRE-3371453"	"NUP37"	"Regulation of HSF1-mediated heat shock response"
"R-DRE-4085377"	"NUP37"	"SUMOylation of SUMOylation proteins"
"R-DRE-4551638"	"NUP37"	"SUMOylation of chromatin organization proteins"
"R-DRE-4570464"	"NUP37"	"SUMOylation of RNA binding proteins"
"R-DRE-4615885"	"NUP37"	"SUMOylation of DNA replication proteins"
"R-DRE-5578749"	"NUP37"	"Transcriptional regulation by small RNAs"
"R-DRE-5663220"	"NUP37"	"RHO GTPases Activate Formins"
"R-DRE-9615933"	"NUP37"	"Postmitotic nuclear pore complex (NPC) reformation"
"R-DRE-9648025"	"NUP37"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-8951664"	"DCUN1D5"	"Neddylation"
"R-DRE-6807505"	"SNAPC3"	"RNA polymerase II transcribes snRNA genes"
"R-DRE-76071"	"SNAPC3"	"RNA Polymerase III Transcription Initiation From Type 3 Promoter"
"R-DRE-8951664"	"WDR32"	"Neddylation"
"R-DRE-6787639"	"FUOM"	"GDP-fucose biosynthesis"
"R-DRE-1059683"	"JAK1"	"Interleukin-6 signaling"
"R-DRE-110056"	"JAK1"	"MAPK3 (ERK1) activation"
"R-DRE-112411"	"JAK1"	"MAPK1 (ERK2) activation"
"R-DRE-1266695"	"JAK1"	"Interleukin-7 signaling"
"R-DRE-6783783"	"JAK1"	"Interleukin-10 signaling"
"R-DRE-6785807"	"JAK1"	"Interleukin-4 and Interleukin-13 signaling"
"R-DRE-6788467"	"JAK1"	"IL-6-type cytokine receptor ligand interactions"
"R-DRE-877300"	"JAK1"	"Interferon gamma signaling"
"R-DRE-877312"	"JAK1"	"Regulation of IFNG signaling"
"R-DRE-8854691"	"JAK1"	"Interleukin-20 family signaling"
"R-DRE-8983432"	"JAK1"	"Interleukin-15 signaling"
